latitude,longitude,scan,track,confidence,frp,daynight,Class,source
58.25606,-119.99139,0.39,0.36,66,0.67,0,1,0
61.134,-112.3875,1.4,1.2,100,91.5,0,1,1
61.1354,-121.0685,2.0,1.4,100,123.1,0,0,1
59.01102,-120.67208,0.55,0.68,66,5.18,0,1,0
59.3634,-121.42522,0.38,0.36,66,3.53,0,1,0
58.9365,-114.731,3.0,1.6,59,78.2,1,0,1
60.64268,-119.44946,0.59,0.7,66,4.25,0,1,0
58.1352,-119.6941,2.0,1.4,98,117.8,0,1,1
59.3011,-121.2598,1.9,1.3,73,29.2,0,0,1
58.41931,-118.5266,0.39,0.44,66,9.89,0,0,0
58.3586,-118.5802,2.3,1.5,100,74.2,0,0,1
59.71803,-115.31691,0.43,0.38,66,21.85,0,1,0
58.7233,-118.3391,2.4,1.5,65,61.4,0,0,1
58.53876,-118.05219,0.6,0.53,66,7.02,0,0,0
58.98009,-120.74989,0.47,0.48,66,4.88,0,0,0
53.012,-95.1103,1.9,1.3,38,11.8,1,0,1
61.5102,-111.3665,2.1,1.4,0,109.0,1,1,1
58.2635,-120.3008,2.6,1.6,98,100.3,0,1,1
58.31607,-120.53761,0.66,0.73,66,1.71,0,1,0
58.7941,-118.1403,2.1,1.4,100,331.8,0,1,1
61.1232,-121.0658,2.0,1.4,100,58.8,0,0,1
58.7984,-117.9911,2.1,1.4,100,71.6,0,0,1
58.62144,-118.17409,0.38,0.43,66,3.82,0,0,0
58.29051,-120.67708,0.66,0.73,66,5.58,0,1,0
58.81067,-120.04522,0.5,0.49,66,1.75,0,0,0
59.66758,-114.44903,0.45,0.39,66,6.64,0,1,0
58.63879,-118.0384,0.57,0.43,66,26.51,0,0,0
59.006,-109.68555,0.51,0.66,66,9.25,1,0,0
58.26965,-119.66827,0.43,0.46,66,1.94,0,0,0
58.15272,-119.82209,0.43,0.46,66,3.55,0,0,0
58.757,-117.956,2.5,1.5,90,92.7,0,0,1
58.7357,-120.2472,2.3,1.5,35,19.5,0,0,1
59.7295,-112.1472,1.9,1.3,41,8.4,1,0,1
58.6482,-117.9414,2.5,1.5,100,72.7,0,0,1
58.2681,-120.6774,2.5,1.5,49,49.9,0,1,1
59.66082,-115.82799,0.5,0.41,66,2.97,0,0,0
58.546,-118.5055,2.0,1.4,100,59.2,0,0,1
58.5501,-119.7406,2.2,1.4,69,24.3,0,1,1
58.6062,-118.1499,1.9,1.4,100,431.4,0,1,1
58.8431,-120.4468,2.0,1.4,86,42.4,0,0,1
54.77481,-123.92072,0.67,0.74,66,5.69,0,1,0
59.7036,-114.4653,1.6,1.2,92,31.8,0,1,1
58.5505,-121.8398,2.7,1.6,86,45.3,0,0,1
57.74965,-114.76959,0.45,0.39,66,1.42,0,0,0
59.7054,-114.3453,3.6,1.8,100,369.4,0,1,1
59.4297,-115.4062,3.0,1.6,59,27.3,1,0,1
58.53243,-118.13809,0.4,0.37,66,6.47,0,1,0
58.77296,-120.81499,0.38,0.36,66,8.18,0,1,0
59.5541,-111.607,2.0,1.4,100,518.6,1,1,1
58.7554,-120.8252,1.9,1.3,99,127.6,0,1,1
58.38182,-119.92311,0.61,0.71,66,3.19,0,1,0
58.5682,-118.5026,2.4,1.5,82,48.5,0,0,1
58.69212,-118.14988,0.58,0.52,66,7.05,0,0,0
58.09598,-113.41031,0.52,0.41,66,171.38,1,0,0
59.41884,-121.29203,0.38,0.36,66,4.86,0,1,0
59.7248,-115.362,1.4,1.2,81,25.9,0,0,1
57.65071,-120.43076,0.39,0.36,66,17.96,0,1,0
59.3285,-121.3043,2.4,1.5,90,50.5,0,1,1
59.50719,-120.82491,0.51,0.66,66,1.26,0,1,0
58.7386,-117.917,2.5,1.5,33,55.6,0,0,1
61.00719,-111.46843,0.44,0.63,100,8.57,1,0,0
59.3782,-114.0044,2.0,1.4,78,35.6,1,0,1
58.689,-117.9469,2.5,1.5,100,150.6,0,0,1
55.8596,-109.6739,2.1,1.4,47,9.3,1,0,1
58.8437,-120.60793,0.47,0.47,66,3.39,0,0,0
56.9178,-119.4661,2.5,1.5,100,265.6,0,1,1
58.82145,-120.47318,0.38,0.36,66,3.27,0,1,0
58.30769,-118.51756,0.39,0.44,66,7.36,0,0,0
58.54736,-118.03064,0.57,0.43,66,9.38,0,0,0
58.47918,-120.49136,0.39,0.36,66,0.95,0,1,0
61.02859,-112.21284,0.35,0.57,66,1.6,0,0,0
55.4498,-123.5749,1.3,1.1,68,16.3,0,0,1
61.1288,-121.0434,1.4,1.2,20,13.4,0,0,1
60.76778,-112.16143,0.65,0.73,66,23.41,1,0,0
58.10904,-119.80178,0.54,0.51,66,2.51,0,0,0
60.61767,-116.95375,0.4,0.37,66,0.86,0,1,0
59.30483,-121.43942,0.5,0.66,66,8.27,0,1,0
59.25,-122.1144,2.6,1.5,9,26.6,0,0,1
58.5399,-118.539,2.3,1.5,12,16.9,0,0,1
58.37814,-119.39728,0.42,0.45,66,1.61,0,0,0
59.17197,-120.47936,0.46,0.47,66,6.83,0,0,0
58.7083,-121.2028,1.8,1.3,100,56.8,0,0,1
60.16577,-112.28159,0.49,0.41,66,8.45,0,1,0
58.34764,-118.47367,0.59,0.53,66,5.38,0,0,0
58.00784,-121.81305,0.5,0.49,66,6.63,0,0,0
58.91408,-120.97633,0.48,0.48,66,4.26,0,0,0
58.18404,-120.15208,0.53,0.5,66,1.1,0,0,0
58.8152,-120.4529,1.7,1.3,36,28.8,0,0,1
58.8373,-118.0593,2.1,1.4,35,19.1,0,0,1
59.6573,-115.8107,1.5,1.2,99,31.7,0,1,1
58.802,-120.5936,2.3,1.5,100,1095.9,0,1,1
59.36892,-121.34588,0.44,0.46,66,2.01,0,0,0
58.7495,-121.1181,1.8,1.3,74,20.6,0,0,1
61.0542,-112.6005,4.2,1.9,3,36.0,0,0,1
57.5827,-114.8428,1.4,1.2,72,23.8,1,1,1
57.51265,-120.10871,0.43,0.46,66,1.86,0,0,0
59.30157,-112.96038,0.47,0.4,66,1.31,1,0,0
59.13068,-120.3988,0.55,0.68,66,2.29,0,1,0
61.10684,-112.28875,0.35,0.56,66,16.61,0,0,0
58.34536,-118.54566,0.66,0.73,66,3.71,0,1,0
58.31801,-104.09214,0.48,0.65,66,4.23,0,0,0
58.7883,-117.9832,2.1,1.4,31,21.3,0,0,1
58.28591,-119.65147,0.54,0.51,66,4.39,0,0,0
58.8434,-118.1228,2.1,1.4,20,21.8,0,0,1
61.1355,-121.0003,2.9,1.6,41,42.4,0,0,1
60.72337,-120.32848,0.48,0.48,66,2.64,0,0,0
58.40175,-118.51046,0.39,0.44,66,6.35,0,0,0
57.526,-120.5211,2.6,1.6,52,31.9,0,0,1
59.02162,-120.41017,0.48,0.48,66,13.55,0,0,0
58.6019,-118.3008,2.0,1.4,100,492.7,0,1,1
58.7372,-120.7214,1.9,1.4,100,148.6,0,1,1
58.51632,-118.2917,0.59,0.53,66,5.76,0,0,0
58.677,-117.9022,2.5,1.5,100,74.5,0,0,1
61.1252,-121.0293,2.0,1.4,100,103.9,0,0,1
60.37746,-117.98824,0.39,0.36,66,96.31,0,1,0
58.47974,-121.78922,0.54,0.68,66,3.58,0,1,0
58.5643,-118.5093,2.4,1.5,78,28.0,0,0,1
58.65175,-121.15935,0.48,0.48,66,5.08,0,0,0
58.0805,-119.7935,2.1,1.4,100,99.2,0,1,1
58.04477,-121.6598,0.38,0.36,66,1.36,0,1,0
58.07636,-113.37817,0.43,0.38,66,66.59,1,1,0
59.64846,-114.32196,0.46,0.39,66,26.38,0,1,0
58.3029,-120.1566,2.0,1.4,33,15.3,0,1,1
58.82227,-120.45747,0.49,0.49,66,2.82,0,0,0
58.32006,-119.52382,0.39,0.36,66,7.81,0,1,0
58.6411,-117.9352,2.5,1.5,93,35.6,0,0,1
59.58639,-116.12077,0.62,0.54,66,1.16,0,0,0
58.7263,-118.3743,2.4,1.5,100,70.5,0,0,1
58.68988,-121.15469,0.38,0.36,66,12.56,0,1,0
59.11649,-114.01108,0.51,0.41,66,6.79,1,0,0
60.1162,-112.2816,1.1,1.1,96,18.3,0,1,1
60.35266,-118.0578,0.4,0.44,66,2.59,0,0,0
55.44,-103.83,1.0,1.0,100,88.3,0,1,1
58.80079,-120.51791,0.56,0.69,66,6.83,0,1,0
58.3893,-119.5406,2.4,1.5,73,40.8,0,1,1
58.74582,-120.10795,0.45,0.47,66,5.24,0,0,0
59.67867,-114.44505,0.34,0.56,66,4.72,0,0,0
57.7044,-120.4964,1.9,1.3,24,23.4,0,1,1
58.60969,-118.43596,0.39,0.44,66,13.2,0,0,0
58.1035,-113.3477,1.4,1.2,100,184.7,0,1,1
58.3798,-119.3349,2.4,1.5,40,61.4,0,1,1
58.79226,-118.16301,0.4,0.37,100,0.0,0,1,0
54.5717,-123.6046,4.6,2.0,100,637.6,0,0,1
58.56017,-120.9642,0.48,0.48,66,9.03,0,0,0
58.5075,-121.73762,0.38,0.36,66,2.53,0,1,0
58.047,-113.4123,1.6,1.2,100,218.3,1,1,1
59.35136,-113.50529,0.38,0.59,66,0.5,0,0,0
59.45901,-121.51673,0.51,0.49,66,2.59,0,0,0
54.5866,-123.6124,4.6,2.0,100,294.4,0,0,1
59.6527,-114.4991,1.3,1.1,100,262.5,0,1,1
56.28174,-101.54766,0.33,0.55,100,20.71,1,1,0
59.2912,-122.1128,2.5,1.5,16,48.8,0,0,1
57.2549,-120.7006,1.3,1.1,8,5.7,1,0,1
58.68191,-120.09627,0.39,0.36,66,7.14,0,1,0
58.81,-120.6091,2.7,1.6,62,86.7,0,1,1
58.92429,-103.25726,0.59,0.53,66,6.16,1,1,0
58.7367,-118.1243,2.5,1.5,100,5941.8,0,1,1
58.6474,-118.4397,2.4,1.5,100,63.3,0,0,1
58.1392,-113.3483,3.4,1.7,94,126.2,0,1,1
58.0651,-119.9382,2.4,1.5,100,87.2,0,1,1
58.48319,-118.3157,0.66,0.73,66,4.91,0,1,0
59.58615,-121.89572,0.39,0.36,66,3.58,0,1,0
58.7026,-117.9487,2.5,1.5,99,114.7,0,0,1
58.50925,-121.5477,0.38,0.36,66,2.24,0,1,0
58.7121,-121.517,1.8,1.3,100,72.2,0,1,1
58.33887,-119.39307,0.42,0.45,66,4.03,0,0,0
58.56783,-120.89027,0.67,0.74,66,17.37,0,1,0
58.66648,-121.14032,0.38,0.36,66,2.7,0,1,0
58.23132,-120.2822,0.39,0.36,66,2.33,0,1,0
59.2277,-120.7768,1.6,1.3,10,15.7,0,1,1
58.5169,-118.4543,2.4,1.5,100,158.0,0,1,1
59.56183,-114.45525,0.45,0.39,66,2.09,0,1,0
56.2314,-124.6085,1.1,1.0,56,7.3,1,0,1
58.02594,-119.67995,0.39,0.36,66,0.0,0,1,0
58.6044,-118.2181,2.1,1.4,83,63.3,0,1,1
59.51122,-114.47832,0.51,0.41,66,8.01,1,0,0
59.7345,-115.3704,1.4,1.2,53,16.6,0,0,1
56.90984,-119.45016,0.4,0.45,66,8.27,0,0,0
58.0352,-121.8988,1.2,1.1,65,10.7,1,1,1
57.10505,-102.12482,0.63,0.54,66,100.46,1,1,0
58.62308,-121.13152,0.48,0.48,66,5.01,0,0,0
59.70313,-114.31332,0.35,0.56,66,6.07,0,0,0
59.53695,-113.12379,0.79,0.78,66,7.43,0,1,0
58.7138,-120.2001,2.0,1.4,97,52.4,0,1,1
58.5099,-118.21616,0.59,0.53,66,5.38,0,0,0
58.7973,-117.9832,2.1,1.4,87,38.4,0,0,1
59.7824,-115.1749,1.7,1.3,73,17.5,0,0,1
59.18478,-120.88536,0.46,0.47,66,2.53,0,0,0
59.70166,-114.47527,0.4,0.6,66,3.87,0,1,0
59.30756,-121.60395,0.44,0.46,66,3.95,0,0,0
59.6858,-111.0822,2.1,1.4,68,36.4,1,1,1
59.50963,-120.83378,0.45,0.47,66,2.3,0,0,0
59.44757,-121.53056,0.4,0.37,66,6.7,1,1,0
59.2037,-120.434,2.7,1.6,0,97.5,0,1,1
58.27983,-118.59793,0.4,0.37,66,29.45,0,1,0
59.6184,-114.3623,2.7,1.6,100,282.1,0,1,1
58.0296,-119.6817,2.3,1.5,100,81.0,0,1,1
60.89448,-112.24282,0.35,0.57,66,1.91,0,0,0
59.79091,-113.65199,0.47,0.4,66,0.87,0,1,0
60.17748,-112.31766,0.49,0.41,66,2.92,0,1,0
60.99915,-112.33783,0.35,0.57,66,3.93,0,0,0
58.6039,-118.2228,2.1,1.4,0,53.6,0,1,1
57.8247,-122.6474,0.39,0.36,66,1.53,0,1,0
59.4337,-114.2564,2.8,1.6,75,48.0,0,1,1
58.68285,-121.07446,0.38,0.36,100,13.25,0,1,0
59.3629,-123.17,2.8,1.6,100,184.6,0,1,1
58.6448,-121.1298,2.5,1.5,100,91.4,0,1,1
58.15028,-113.38519,0.52,0.41,66,7.62,0,1,0
58.04463,-112.93639,0.42,0.37,66,0.9,0,0,0
58.1525,-113.5005,2.3,1.5,91,114.2,1,1,1
58.73676,-119.73968,0.61,0.71,66,6.14,0,1,0
59.48216,-121.28274,0.44,0.46,66,6.07,0,0,0
59.03719,-120.88091,0.47,0.48,66,4.7,0,0,0
58.6237,-121.01591,0.68,0.74,66,12.19,0,1,0
60.461,-112.1304,1.9,1.4,57,17.2,1,0,1
58.24015,-118.05685,0.56,0.43,66,3.24,0,0,0
57.0889,-100.2322,1.3,1.1,87,21.8,0,0,1
59.38562,-121.51744,0.51,0.49,66,11.64,0,0,0
58.47158,-118.45776,0.55,0.68,66,6.61,0,1,0
60.2498,-111.157,2.1,1.4,0,108.3,1,1,1
58.6807,-121.1589,1.8,1.3,100,180.2,0,1,1
58.75941,-118.00387,0.57,0.43,66,14.57,0,0,0
58.25905,-119.58194,0.42,0.45,66,2.97,0,0,0
58.7219,-120.9811,1.9,1.3,59,40.2,0,0,1
59.71272,-114.45061,0.47,0.39,66,4.5,0,0,0
58.69715,-120.53601,0.49,0.49,66,52.07,0,0,0
58.41573,-119.91905,0.44,0.46,66,1.32,0,0,0
59.2815,-122.132,1.7,1.3,18,14.7,0,0,1
58.51883,-118.27766,0.39,0.44,66,6.28,0,0,0
59.8348,-111.9862,1.1,1.1,21,9.9,0,1,1
57.6675,-120.3303,1.9,1.4,95,49.2,0,0,1
58.10936,-119.91185,0.39,0.36,66,6.09,0,1,0
61.16798,-119.53884,0.6,0.7,66,3.69,0,1,0
58.43737,-118.22527,0.54,0.68,66,8.83,0,1,0
58.2906,-120.1778,2.4,1.5,37,16.7,0,0,1
59.35846,-121.37063,0.38,0.36,66,2.13,0,1,0
58.7913,-120.6329,1.9,1.4,100,668.1,0,1,1
61.1184,-112.3813,1.9,1.3,82,97.2,1,1,1
58.1954,-113.3659,1.3,1.2,100,761.4,0,1,1
57.64547,-120.55624,0.45,0.47,100,8.64,0,0,0
55.43298,-103.83624,0.47,0.4,66,5.37,0,1,0
58.07832,-119.74069,0.55,0.51,66,6.41,0,0,0
58.3666,-120.6824,1.9,1.3,6,19.3,0,0,1
61.138,-121.034,2.0,1.4,100,429.3,0,0,1
57.6657,-120.3284,2.6,1.5,63,85.8,0,0,1
58.5891,-118.2247,2.4,1.5,100,181.5,0,1,1
56.24191,-101.59091,0.43,0.38,66,2.41,0,1,0
58.0278,-121.7816,3.0,1.6,28,33.3,0,1,1
58.5789,-121.8219,2.7,1.6,79,37.6,0,0,1
58.88008,-120.99864,0.38,0.36,66,6.23,0,1,0
60.1675,-117.84576,0.39,0.44,66,1.22,0,0,0
59.67871,-115.78358,0.43,0.38,66,3.81,0,1,0
57.0743,-100.2648,1.1,1.0,0,72.1,1,0,1
58.4775,-121.4006,2.9,1.6,100,133.3,0,0,1
58.50817,-118.24689,0.38,0.44,66,3.31,0,0,0
59.59917,-110.77466,0.46,0.64,33,140.0,1,0,0
59.6839,-115.2574,2.5,1.5,75,43.8,0,0,1
59.30072,-121.39613,0.5,0.49,66,2.65,0,0,0
59.42161,-114.18154,0.46,0.39,66,4.57,0,0,0
60.0633,-111.2543,2.0,1.4,0,14.5,1,0,1
58.4605,-118.4644,2.0,1.4,100,117.7,0,1,1
58.2667,-120.3522,2.0,1.4,64,45.5,0,1,1
58.75251,-118.14526,0.4,0.37,66,9.24,0,1,0
58.65291,-118.38778,0.55,0.68,100,15.34,0,1,0
59.4418,-115.4022,1.7,1.3,38,23.4,1,1,1
58.51308,-118.40443,0.4,0.37,66,5.42,0,1,0
58.2216,-118.7522,2.3,1.5,86,51.8,0,0,1
58.6857,-121.04949,0.48,0.48,66,45.74,0,0,0
58.7298,-117.9524,2.5,1.5,100,166.5,0,0,1
59.6454,-116.2538,3.0,1.6,100,123.1,0,0,1
59.2896,-121.4521,1.8,1.3,100,95.6,0,1,1
60.6551,-112.0228,1.1,1.0,51,16.7,0,1,1
58.7347,-121.7064,1.7,1.3,96,91.0,0,1,1
59.20831,-120.4278,0.38,0.36,100,12.14,0,1,0
58.5999,-118.1156,2.1,1.4,91,56.2,0,1,1
59.8548,-115.1118,1.7,1.3,28,14.1,0,0,1
58.13052,-118.58895,0.59,0.53,66,2.08,0,0,0
58.688,-120.61143,0.66,0.73,66,17.97,0,1,0
58.4493,-118.5605,2.3,1.5,35,13.3,0,0,1
58.5167,-121.454,1.6,1.3,98,38.8,0,1,1
60.24181,-115.90833,0.52,0.41,66,8.82,0,0,0
58.90992,-120.53465,0.46,0.47,66,2.74,0,0,0
58.42924,-117.93877,0.68,0.74,66,3.02,0,1,0
58.0364,-119.6445,2.0,1.4,57,44.2,0,0,1
57.0802,-100.2427,1.4,1.2,24,13.3,0,0,1
58.62859,-117.98261,0.67,0.73,66,2.16,0,0,0
58.6688,-121.1543,2.5,1.5,100,378.1,0,1,1
57.6643,-120.6151,2.6,1.6,59,28.0,0,0,1
60.48769,-115.46067,0.42,0.38,66,0.95,0,1,0
58.13782,-113.37986,0.42,0.38,66,9.8,0,0,0
59.7138,-114.2884,1.6,1.2,55,40.8,0,1,1
58.6836,-117.8976,2.5,1.5,66,25.9,0,0,1
59.28102,-121.28566,0.51,0.66,66,4.12,0,1,0
58.7255,-120.0114,2.3,1.5,100,440.6,0,1,1
57.59031,-114.84528,0.32,0.55,100,5.66,1,0,0
58.1953,-113.3119,3.9,1.8,100,273.0,0,0,1
55.7493,-106.6642,1.0,1.0,88,15.6,0,0,1
58.1446,-113.3347,1.4,1.2,100,80.5,0,1,1
59.33302,-121.39264,0.44,0.46,66,8.18,0,0,0
58.50506,-118.49896,0.4,0.37,66,7.02,0,1,0
58.734,-120.1044,2.0,1.4,100,4510.2,0,1,1
60.03146,-115.96365,0.51,0.41,66,12.9,0,0,0
59.27021,-121.51057,0.51,0.49,66,2.07,0,0,0
58.40054,-119.75927,0.39,0.36,100,27.14,0,1,0
56.23895,-101.56293,0.55,0.43,66,6.97,0,0,0
58.02859,-119.81416,0.43,0.46,66,2.4,0,0,0
60.19642,-112.85552,0.43,0.38,66,1.21,0,0,0
60.9486,-112.3917,1.9,1.4,83,56.5,1,1,1
59.3616,-113.06055,0.43,0.38,66,1.78,0,0,0
60.4768,-119.7982,1.2,1.1,40,8.5,1,1,1
59.34785,-112.91777,0.43,0.38,66,2.13,0,0,0
58.9997,-120.5201,2.7,1.6,100,142.0,0,0,1
58.7252,-121.7256,2.6,1.6,100,124.7,0,1,1
58.9847,-120.699,1.9,1.4,88,59.7,0,1,1
58.8125,-120.4511,1.7,1.3,87,29.8,0,0,1
58.6597,-118.1504,2.4,1.5,100,524.8,0,1,1
58.5622,-120.8354,1.9,1.3,93,54.0,0,1,1
58.8796,-120.4549,2.0,1.4,60,69.5,0,0,1
58.62714,-121.61308,0.38,0.36,100,9.29,0,1,0
58.50608,-121.77344,0.38,0.36,66,4.22,0,1,0
60.5882,-117.11079,0.4,0.37,66,1.55,0,1,0
61.1341,-121.0333,1.4,1.2,100,48.4,0,0,1
58.54144,-118.42768,0.58,0.52,66,3.23,0,0,0
59.19,-114.0494,1.6,1.2,59,18.3,1,1,1
59.4483,-121.3969,2.4,1.5,49,85.3,0,0,1
57.6045,-120.6056,2.6,1.6,100,78.5,0,1,1
58.56007,-118.03683,0.57,0.43,66,30.14,0,0,0
56.24653,-101.74316,0.39,0.59,66,6.29,0,0,0
58.93949,-120.51462,0.48,0.48,66,2.18,0,0,0
58.35302,-119.5134,0.54,0.51,66,6.81,0,0,0
60.90446,-112.40662,0.43,0.38,66,2.45,0,0,0
59.42074,-113.05736,0.47,0.4,66,55.77,1,0,0
56.8917,-119.6208,2.4,1.5,33,41.9,0,1,1
61.0165,-112.3849,1.1,1.0,100,1848.4,0,1,1
59.647,-115.7831,1.4,1.2,92,67.8,1,1,1
58.5734,-118.1197,1.9,1.4,100,358.2,0,1,1
61.06984,-112.11217,0.42,0.61,33,103.33,1,0,0
58.20149,-118.2951,0.41,0.37,66,0.67,0,1,0
58.7507,-117.9619,2.5,1.5,100,151.3,0,0,1
61.08256,-112.11537,0.49,0.4,66,207.94,1,1,0
58.32257,-119.49503,0.6,0.71,66,4.9,0,0,0
59.3357,-121.6004,2.4,1.5,100,849.9,0,1,1
59.50365,-113.95011,0.38,0.59,66,1.66,0,1,0
59.3071,-121.4269,2.4,1.5,100,258.5,0,1,1
59.4682,-113.0997,0.43,0.38,66,2.9,0,0,0
58.6563,-118.4309,2.0,1.4,52,42.0,0,0,1
58.66975,-118.14972,0.4,0.37,100,9.43,0,1,0
58.1892,-113.3077,3.9,1.8,77,83.0,0,0,1
58.24527,-119.47044,0.39,0.36,66,9.23,0,1,0
58.77794,-120.06526,0.58,0.7,66,4.5,0,1,0
58.6268,-118.4741,2.0,1.4,55,23.3,0,0,1
58.35761,-118.49259,0.67,0.73,66,2.79,0,1,0
59.22858,-120.78576,0.46,0.47,66,1.46,0,0,0
58.6633,-117.9004,2.5,1.5,100,57.6,0,0,1
61.07637,-112.28419,0.47,0.4,66,115.61,0,1,0
58.02901,-119.67914,0.39,0.36,66,5.96,1,1,0
59.2117,-120.5211,2.0,1.4,54,64.3,0,0,1
58.68812,-120.89032,0.47,0.48,66,2.6,0,0,0
58.52002,-121.75871,0.51,0.49,66,4.27,0,0,0
59.76525,-115.30384,0.43,0.38,66,24.18,0,1,0
58.471,-118.49068,0.58,0.52,66,4.17,0,0,0
58.6376,-118.4512,2.0,1.4,75,47.0,0,0,1
59.55833,-114.43776,0.73,0.76,100,11.32,0,1,0
59.72172,-114.25336,0.46,0.39,66,3.06,0,1,0
60.2449,-115.8949,2.2,1.4,36,17.9,0,1,1
58.6352,-120.9234,1.9,1.3,100,1064.8,0,1,1
59.6906,-114.5301,1.3,1.1,14,11.3,0,0,1
58.57829,-118.12919,0.4,0.37,66,2.42,0,1,0
58.6122,-121.1929,2.5,1.5,96,60.4,0,0,1
58.1245,-119.9058,2.0,1.4,100,180.0,0,1,1
58.4521,-118.4038,2.4,1.5,100,91.2,0,1,1
58.5285,-117.9826,2.1,1.4,33,26.1,0,0,1
58.72227,-118.11623,0.54,0.68,66,11.56,0,1,0
59.64625,-114.47066,0.73,0.76,66,5.73,0,1,0
59.3453,-110.49872,0.61,0.54,66,8.05,1,1,0
58.3879,-119.8375,2.1,1.4,50,34.0,0,1,1
61.1343,-112.2544,2.7,1.6,43,52.9,0,1,1
58.64969,-120.80492,0.38,0.36,66,2.2,0,1,0
54.5869,-123.6198,4.6,2.0,92,152.5,0,0,1
58.5893,-118.1545,2.1,1.4,38,53.3,0,1,1
58.5971,-118.4841,2.0,1.4,54,30.3,0,0,1
58.8414,-118.0859,2.1,1.4,62,34.2,0,0,1
59.2138,-113.5983,1.6,1.3,86,53.3,1,1,1
59.67972,-114.25117,0.73,0.76,66,12.68,0,1,0
58.2706,-120.1222,2.6,1.5,28,49.4,0,1,1
61.04446,-112.32425,0.69,0.74,100,24.88,0,1,0
58.45574,-121.5645,0.38,0.36,66,1.8,0,1,0
58.6344,-118.4434,2.0,1.4,100,102.3,0,0,1
54.58554,-123.53326,0.55,0.51,66,11.88,0,0,0
58.63401,-118.02975,0.57,0.43,66,26.51,0,0,0
58.6041,-118.3861,2.1,1.4,100,137.3,0,1,1
58.69899,-121.04636,0.48,0.48,66,56.51,0,0,0
58.76345,-118.05326,0.65,0.73,66,7.31,0,1,0
58.4805,-118.02834,0.57,0.43,66,28.87,0,0,0
59.5924,-113.0594,1.4,1.2,100,205.0,0,1,1
